,genres,app_name,item_id,developer,user_id,recommend,sentiment_analysis,playtime_forever
13746,"Indie, RPG",The Yawhg,269030,"Damian Sommer,Emily Carroll",MumboBros,True,1,210.0
13747,"Indie, Massively Multiplayer, RPG",NEStalgia,249550,Silk Games,MumboBros,True,0,210.0
13748,Indie,Bad Rats: the Rats' Revenge,34900,Invent4 Entertainment,MumboBros,True,0,210.0
13750,"Action, Adventure",Portal 2,620,Valve,mythilas,True,2,54.0
13751,"Action, Adventure",Portal 2,620,Valve,Osiris5622,True,1,8.0
13752,"Action, Adventure",Grand Theft Auto V,271590,Rockstar North,Osiris5622,True,2,8.0
13753,"Action, Adventure",Portal 2,620,Valve,zeldafan57,True,2,298.0
13755,"Action, Adventure",Portal 2,620,Valve,76561198122488761,True,2,854.0
13756,Action,Portal,400,Valve,76561198122488761,True,0,854.0
13757,"Action, Adventure",Portal 2,620,Valve,Kingretroofswagland,True,2,65.0
13758,"Action, Adventure, Casual, Free to Play, Indie",Unturned,304930,Smartly Dressed Games,Kingretroofswagland,True,2,65.0
13759,"Action, Indie",BIT.TRIP Presents... Runner2: Future Legend of Rhythm Alien,218060,Gaijin Games,Kingretroofswagland,True,2,65.0
13760,Action,Left 4 Dead 2,550,Valve,Kingretroofswagland,True,2,65.0
13761,Action,Half-Life 2,220,Valve,Kingretroofswagland,True,2,65.0
13768,"Action, Adventure",Portal 2,620,Valve,kiyadabae,True,2,1317.0
13769,"Action, Adventure",Portal 2,620,Valve,nabady,True,1,8.0
13770,Action,Counter-Strike: Global Offensive,730,Valve,nabady,True,0,8.0
13771,"Action, Casual, Indie, Racing, Sports",SpeedRunners,207140,DoubleDutch Games,nabady,True,1,8.0
13772,"Action, Indie, Racing, Sports",Rocket League®,252950,"Psyonix, Inc.",nabady,True,0,8.0
13773,"Action, Free to Play, Indie, Massively Multiplayer, RPG, Simulation",Robocraft,301520,Freejam,nabady,True,1,8.0
13774,"Adventure, Indie, Simulation",Don't Starve Together,322330,Klei Entertainment,nabady,True,0,8.0
13775,"Action, Free to Play",Warframe,230410,Digital Extremes,nabady,True,1,8.0
13776,"Action, Free to Play, Indie, Strategy",Awesomenauts - the 2D moba,204300,Ronimo Games,nabady,True,1,8.0
13777,"Action, Free to Play",Team Fortress 2,440,Valve,nabady,True,2,8.0
13790,"Action, Adventure",Portal 2,620,Valve,76561198000791529,True,2,93.0
13791,"Action, Indie",Hotline Miami,219150,Dennaton Games,76561198000791529,True,2,93.0
13792,Action,Left 4 Dead 2,550,Valve,76561198000791529,True,2,93.0
13793,Action,Psychonauts,3830,Double Fine Productions,76561198000791529,True,2,93.0
13800,"Action, Adventure",Portal 2,620,Valve,76561198110607508,True,2,5.0
13801,"Action, Adventure",Portal 2,620,Valve,76561198078147424,True,1,7.0
13802,"Action, Indie",Chivalry: Medieval Warfare,219640,Torn Banner Studios,76561198078147424,True,1,7.0
13803,Action,PAYDAY™ The Heist,24240,OVERKILL Software,76561198078147424,True,1,7.0
13804,"Action, Adventure",Portal 2,620,Valve,76561198090486045,True,2,7.0
13805,"Action, Adventure, Indie",POSTAL 2,223470,Running With Scissors,76561198090486045,True,2,7.0
13806,"Action, Adventure, Indie, Massively Multiplayer, RPG, Early Access",Rust,252490,Facepunch Studios,76561198090486045,True,0,7.0
13807,"Action, Adventure",Portal 2,620,Valve,Scarffolfby,True,0,1788.0
13808,Action,Counter-Strike: Global Offensive,730,Valve,Scarffolfby,True,1,1788.0
13809,"Action, Indie, Strategy",Insurgency,222880,New World Interactive,Scarffolfby,True,2,1788.0
13810,"Casual, Indie",LYNE,266010,Thomas Bowker,Scarffolfby,True,2,1788.0
13811,"Action, Casual, Indie",Ballistic Overkill,296300,Aquiris Game Studio,Scarffolfby,True,2,1788.0
13812,"Action, Adventure",Portal 2,620,Valve,76561198043803212,True,2,676.0
13813,Action,Counter-Strike: Global Offensive,730,Valve,76561198043803212,False,2,676.0
13814,"Action, Free to Play",Team Fortress 2,440,Valve,76561198043803212,True,2,676.0
13815,"Action, Adventure",Portal 2,620,Valve,LordSpambot9000,True,2,576.0
13816,"Action, Free to Play",Team Fortress 2,440,Valve,LordSpambot9000,True,2,576.0
13817,"Action, Adventure",Portal 2,620,Valve,Philipsgz,True,1,612.0
13822,"Action, Adventure",Portal 2,620,Valve,76561198118874302,True,2,117.0
13823,"Action, Adventure, Free to Play",Portal Stories: Mel,317400,Prism Game Studios Ltd.,76561198118874302,True,2,117.0
13824,"Action, Indie",Lovely Planet,298600,QUICKTEQUILA,76561198118874302,True,2,117.0
13825,"Action, Casual, Indie, Strategy",Yet Another Zombie Defense,270550,Awesome Games Studio,76561198118874302,True,2,117.0
13826,"Action, Adventure, Indie, Massively Multiplayer, RPG, Early Access",Rust,252490,Facepunch Studios,76561198118874302,True,2,117.0
13827,"Strategy, Indie, Casual",Dwarfs!?,35480,Power of 2,76561198118874302,True,2,117.0
13836,"Action, Adventure",Portal 2,620,Valve,damo4lyf,True,1,413.0
13837,Action,Call of Duty®: Black Ops II,202970,Treyarch,damo4lyf,True,2,413.0
13838,"Action, Casual, Indie",Timberman,398710,Digital Melody,damo4lyf,True,2,413.0
13839,Action,Call of Duty®: Ghosts,209160,Infinity Ward,damo4lyf,False,0,413.0
13840,"Action, Adventure, Indie, Massively Multiplayer, RPG, Early Access",Rust,252490,Facepunch Studios,damo4lyf,True,2,413.0
13841,Adventure,The Walking Dead,207610,Telltale Games,damo4lyf,True,2,413.0
13842,Action,Left 4 Dead 2,550,Valve,damo4lyf,True,1,413.0
13849,"Action, Adventure",Portal 2,620,Valve,Nanaya_Shiki,True,1,231.0
13850,"Action, Adventure, Indie, RPG",The Binding of Isaac,113200,Edmund McMillen and Florian Himsl,Nanaya_Shiki,True,1,231.0
13851,"Action, Casual, Free to Play, Indie",Sven Co-op,225840,Sven Co-op Team,Nanaya_Shiki,True,1,231.0
13852,Action,Melty Blood Actress Again Current Code,411370,FRENCH-BREAD,Nanaya_Shiki,True,1,231.0
13853,Adventure,Umineko When They Cry - Question Arcs,406550,07th Expansion,Nanaya_Shiki,True,1,231.0
13854,"Action, Adventure, Casual, Free to Play, Indie",Unturned,304930,Smartly Dressed Games,Nanaya_Shiki,True,1,231.0
13855,"Action, Indie, Strategy",Natural Selection 2,4920,Unknown Worlds Entertainment,Nanaya_Shiki,True,1,231.0
13856,"Action, Adventure",Portal 2,620,Valve,1epicninja,True,2,4.0
13857,Action,Counter-Strike: Global Offensive,730,Valve,1epicninja,True,1,4.0
13858,"Action, Adventure",Grand Theft Auto V,271590,Rockstar North,1epicninja,True,1,4.0
13859,"Action, Simulation, Strategy",Arma 3,107410,Bohemia Interactive,1epicninja,True,2,4.0
13860,Action,Counter-Strike: Source,240,Valve,1epicninja,True,2,4.0
13861,"Action, Adventure",Portal 2,620,Valve,0432-026-no,True,2,1786.0
13862,"Action, Adventure",Portal 2,620,Valve,ajar1000,True,1,11.0
13863,Action,Counter-Strike: Global Offensive,730,Valve,ajar1000,True,2,11.0
13864,Action,Left 4 Dead 2,550,Valve,ajar1000,True,2,11.0
13865,Action,Portal,400,Valve,ajar1000,True,1,11.0
13870,"Action, Adventure",Portal 2,620,Valve,arionsteam,True,1,53.0
13871,Action,BioShock Infinite,8870,"Irrational Games,Aspyr (Mac),Virtual Programming (Linux)",arionsteam,True,2,53.0
13872,"Action, Adventure",Portal 2,620,Valve,Assasindie,True,1,242.0
13873,"Action, Adventure, Indie, RPG",Terraria,105600,Re-Logic,Assasindie,True,1,242.0
13874,"Action, Free to Play",Team Fortress 2,440,Valve,Assasindie,True,2,242.0
13877,"Action, Adventure",Portal 2,620,Valve,Baileaf,True,2,88.0
13878,Action,Counter-Strike: Global Offensive,730,Valve,Baileaf,True,0,88.0
13879,Action,Metro 2033 Redux,286690,4A Games,Baileaf,True,2,88.0
13880,"Action, Indie, Racing, Sports",Rocket League®,252950,"Psyonix, Inc.",Baileaf,True,2,88.0
13881,"Action, Adventure",METAL GEAR SOLID V: THE PHANTOM PAIN,287700,Konami Digital Entertainment,Baileaf,True,1,88.0
13882,"Action, Indie, Massively Multiplayer, Early Access",DayZ,221100,Bohemia Interactive,Baileaf,True,0,88.0
13883,"Action, Adventure",Portal 2,620,Valve,l33t_llama,True,1,390.0
13884,"Action, Adventure, Casual, Indie",BattleBlock Theater®,238460,The Behemoth,l33t_llama,True,2,390.0
13885,"Action, Indie",Lovely Planet,298600,QUICKTEQUILA,l33t_llama,True,2,390.0
13886,"Action, Adventure",Portal 2,620,Valve,MonsOlympus,True,2,16.0
13887,"Action, Indie",Hard Reset Extended Edition,98400,Flying Wild Hog,MonsOlympus,True,0,16.0
13888,"Action, Adventure",Alan Wake,108710,Remedy Entertainment,MonsOlympus,True,2,16.0
13889,"Action, Adventure",Remember Me,228300,DONTNOD Entertainment,MonsOlympus,True,2,16.0
13890,Action,Rise of the Triad,217140,Interceptor Entertainment,MonsOlympus,True,2,16.0
13891,Action,Mortal Kombat X,307780,"NetherRealm Studios,High Voltage Software",MonsOlympus,False,2,16.0
13892,"Action, Indie, RPG",Ziggurat,308420,Milkstone Studios,MonsOlympus,True,2,16.0
13893,"Action, Adventure",Tomb Raider,203160,"Crystal Dynamics,Feral Interactive (Mac),Feral Interactive (Linux)",MonsOlympus,True,2,16.0
13894,Adventure,The Walking Dead,207610,Telltale Games,MonsOlympus,True,2,16.0
13895,"Action, Adventure",Portal 2,620,Valve,brutusthebumble,True,2,793.0
13896,"Indie, RPG, Strategy",NEO Scavenger,248860,Blue Bottle Games,brutusthebumble,True,0,793.0
13897,"Action, Free to Play",Warframe,230410,Digital Extremes,brutusthebumble,True,2,793.0
13898,"Action, Adventure, Indie",Mark of the Ninja,214560,Klei Entertainment,brutusthebumble,True,2,793.0
13914,"Action, Adventure",Portal 2,620,Valve,76561198087379866,True,1,10.0
13915,"Action, Adventure",Portal 2,620,Valve,Cheezles,True,2,122.0
13916,"Action, Free to Play",Team Fortress 2,440,Valve,Cheezles,True,2,122.0
13920,"Action, Adventure",Portal 2,620,Valve,cja2008,True,2,288.0
13921,"Casual, Simulation",Farming Simulator 2013 Titanium Edition,220260,Giants Software,cja2008,True,1,288.0
13922,"Indie, Simulation",Kerbal Space Program,220200,Squad,cja2008,True,2,288.0
13923,"Action, Adventure",Portal 2,620,Valve,Rattyson,True,0,1273.0
13924,Action,Counter-Strike: Global Offensive,730,Valve,Rattyson,True,2,1273.0
13925,"Action, Free to Play, Indie",No More Room in Hell,224260,No More Room in Hell Team,Rattyson,True,2,1273.0
13926,"Action, Adventure",Portal 2,620,Valve,Doctor_Smooth,True,2,9.0
13927,Action,Counter-Strike: Global Offensive,730,Valve,Doctor_Smooth,True,2,9.0
13928,"Action, Free to Play, Massively Multiplayer",Warface,291480,Crytek,Doctor_Smooth,True,2,9.0
13929,"Action, Adventure",Portal 2,620,Valve,Doobuboo,True,2,679.0
13930,Action,Counter-Strike: Global Offensive,730,Valve,Doobuboo,False,1,679.0
13931,"Action, Adventure",Grand Theft Auto V,271590,Rockstar North,Doobuboo,True,2,679.0
13932,"Action, Free to Play",Team Fortress 2,440,Valve,Doobuboo,False,1,679.0
13933,"Action, Adventure",Portal 2,620,Valve,76561198070241712,True,2,314.0
13934,"Action, Indie, Simulation",Surgeon Simulator,233720,Bossa Studios,76561198070241712,True,1,314.0
13935,"Action, Adventure, Indie, RPG, Simulation",Reign Of Kings,344760,Code}{atch,76561198070241712,False,2,314.0
13936,"Action, Adventure",Portal 2,620,Valve,agente_perry,True,2,171.0
13945,"Action, Adventure",Portal 2,620,Valve,76561198106068056,False,0,18.0
13946,Action,Portal,400,Valve,76561198106068056,True,0,18.0
13947,"Action, Adventure",Portal 2,620,Valve,NIPtoogood,True,2,4.0
13948,Action,Counter-Strike: Global Offensive,730,Valve,NIPtoogood,True,2,4.0
13949,"Indie, Simulation",Five Nights at Freddy's,319510,Scott Cawthon,NIPtoogood,True,0,4.0
13950,"Action, Free to Play",Team Fortress 2,440,Valve,NIPtoogood,True,1,4.0
13963,"Action, Adventure",Portal 2,620,Valve,murilopr,True,1,442.0
13964,"Indie, RPG",Undertale,391540,tobyfox,murilopr,True,1,442.0
13965,"Action, Adventure",Portal 2,620,Valve,76561198071175932,True,2,1.0
13966,"Action, Adventure",Portal 2,620,Valve,76561198131659273,True,2,1591.0
13969,"Action, Adventure",Portal 2,620,Valve,djreap3r,True,2,71.0
13970,Simulation,Summer Sale,485890,Ductape studio,djreap3r,True,0,71.0
13971,Action,Sniper Elite: Nazi Zombie Army,227100,Rebellion,djreap3r,True,2,71.0
13972,"Action, Adventure",Portal 2,620,Valve,JosephCl,True,2,106.0
13973,Action,Counter-Strike: Global Offensive,730,Valve,JosephCl,True,2,106.0
13974,"Action, Adventure, Casual, Free to Play, Indie",Unturned,304930,Smartly Dressed Games,JosephCl,True,2,106.0
13975,"Adventure, Casual, Free to Play, Indie, Simulation",Emily is Away,417860,Kyle Seeley,JosephCl,True,1,106.0
13985,"Action, Adventure",Portal 2,620,Valve,76561198066942200,True,1,3613.0
13986,"Action, Free to Play, Indie, Massively Multiplayer, RPG",Realm of the Mad God,200210,Wild Shadow Studios,76561198066942200,True,2,3613.0
13987,"Action, Free to Play",Team Fortress 2,440,Valve,76561198066942200,True,2,3613.0
13988,"Action, Adventure",Portal 2,620,Valve,LeastValuablePlayer,True,1,37.0
13989,"Adventure, Indie",The Stanley Parable,221910,Galactic Cafe,LeastValuablePlayer,True,1,37.0
13990,"Casual, Free to Play, Indie, Early Access",Anarchy Arcade,266430,Elijah Newman-Gomez,LeastValuablePlayer,True,2,37.0
13991,Action,Hitman: Absolution™,203140,"Io-Interactive A/S,Feral Interactive (Mac)",LeastValuablePlayer,True,2,37.0
13992,Strategy,XCOM: Enemy Unknown,200510,"Firaxis Games,Feral Interactive (Mac),Feral Interactive (Linux)",LeastValuablePlayer,True,2,37.0
13993,RPG,Mass Effect 2,24980,BioWare,LeastValuablePlayer,True,0,37.0
13994,"Indie, Strategy",Uplink,1510,Introversion Software,LeastValuablePlayer,True,2,37.0
14006,"Action, Adventure",Portal 2,620,Valve,76561198057479361,True,1,2116.0
14007,"Action, RPG",Borderlands 2,49520,"Gearbox Software,Aspyr (Mac &amp; Linux)",76561198057479361,True,2,2116.0
14008,"Action, Adventure",Portal 2,620,Valve,ItsItsItsItsItsmememe,True,1,34.0
14009,"Action, Adventure, Indie",Outlast,238320,Red Barrels,ItsItsItsItsItsmememe,True,0,34.0
14010,"Action, Free to Play",Team Fortress 2,440,Valve,ItsItsItsItsItsmememe,True,0,34.0
14011,"Action, Adventure",Portal 2,620,Valve,76561198146431031,True,1,13.0
14012,Action,Counter-Strike: Global Offensive,730,Valve,76561198146431031,True,2,13.0
14013,"Casual, Free to Play, Indie",AdVenture Capitalist,346900,Hyper Hippo Games,76561198146431031,True,2,13.0
14014,Racing,Need For Speed: Hot Pursuit,47870,Criterion Games,76561198146431031,False,2,13.0
14015,Action,Left 4 Dead 2,550,Valve,76561198146431031,True,2,13.0
14016,"Action, Free to Play",Team Fortress 2,440,Valve,76561198146431031,True,2,13.0
14028,"Action, Adventure",Portal 2,620,Valve,kandemir,True,1,3762.0
14029,"Indie, RPG, Simulation",Stardew Valley,413150,ConcernedApe,kandemir,True,0,3762.0
14030,"Action, Adventure",Portal 2,620,Valve,pewpewpewpewpewpewpewpewpew,True,2,175.0
14031,Action,Counter-Strike: Global Offensive,730,Valve,pewpewpewpewpewpewpewpewpew,True,2,175.0
14032,"Adventure, Casual, Free to Play, Indie, Simulation",Emily is Away,417860,Kyle Seeley,pewpewpewpewpewpewpewpewpew,True,0,175.0
14033,"Action, Free to Play, Indie, Strategy",Awesomenauts - the 2D moba,204300,Ronimo Games,pewpewpewpewpewpewpewpewpew,True,1,175.0
14034,"Action, Free to Play",Team Fortress 2,440,Valve,pewpewpewpewpewpewpewpewpew,True,2,175.0
14035,"Action, Adventure",Portal 2,620,Valve,sploger,True,2,2638.0
14037,"Action, Adventure",Portal 2,620,Valve,sploger,True,2,2638.0
14039,"Action, Adventure, Indie, RPG",Terraria,105600,Re-Logic,sploger,True,1,2638.0
14041,"Action, Adventure, Indie, RPG",Terraria,105600,Re-Logic,sploger,True,1,2638.0
14043,"Action, Adventure",Portal 2,620,Valve,Occy,True,2,136.0
14044,"Action, Adventure, Indie",Octodad: Dadliest Catch,224480,Young Horses,Occy,True,2,136.0
14045,"Action, Adventure",Portal 2,620,Valve,oklusion,True,2,852.0
14046,"Action, Adventure, Indie, Simulation",Guns of Icarus Online,209080,Muse Games,oklusion,True,2,852.0
14047,"Action, Free to Play, Indie, Strategy",Toribash,248570,Nabi Studios,oklusion,True,1,852.0
14048,"Action, Adventure",Portal 2,620,Valve,1337putin,True,2,3898.0
14049,Action,Counter-Strike: Global Offensive,730,Valve,1337putin,True,1,3898.0
14050,RPG,Fallout 4,377160,Bethesda Game Studios,1337putin,True,2,3898.0
14051,"Action, Adventure",Portal 2,620,Valve,PieInYaaFaceee,True,2,283.0
14052,"Action, Adventure",Portal 2,620,Valve,souedu,True,1,253.0
14053,"Action, Free to Play",Team Fortress 2,440,Valve,souedu,True,0,253.0
14054,"Action, Adventure",Portal 2,620,Valve,plasmakat,True,2,170.0
14055,"Simulation, Strategy",Tropico 4,57690,Haemimont Games,plasmakat,True,2,170.0
14056,"Adventure, Casual, Strategy",Scribblenauts Unlimited,218680,5th Cell Media,plasmakat,True,2,170.0
14057,"Action, Free to Play",Team Fortress 2,440,Valve,plasmakat,True,1,170.0
14058,"Action, Adventure",Portal 2,620,Valve,76561198077110027,True,2,58.0
14059,"Action, Adventure",Portal 2,620,Valve,styletypes,True,0,24.0
14060,"Action, Adventure, Indie, Massively Multiplayer, RPG, Early Access",Rust,252490,Facepunch Studios,styletypes,True,1,24.0
14061,"Action, Adventure, Indie",Trine Enchanted Edition,35700,Frozenbyte,styletypes,True,2,24.0
14062,Action,Portal,400,Valve,styletypes,True,0,24.0
14071,"Action, Adventure",Portal 2,620,Valve,Phoenixexe,True,2,13.0
14072,Action,Counter-Strike: Global Offensive,730,Valve,Phoenixexe,False,0,13.0
14073,Action,Metro: Last Light Redux,287390,4A Games,Phoenixexe,True,2,13.0
14074,"Action, Free to Play, Indie",Loadout,208090,Edge of Reality,Phoenixexe,True,0,13.0
14075,Action,Left 4 Dead 2,550,Valve,Phoenixexe,True,2,13.0
14076,"Action, Free to Play",Team Fortress 2,440,Valve,Phoenixexe,True,2,13.0
14077,Action,Half-Life 2,220,Valve,Phoenixexe,True,2,13.0
14078,"Action, Adventure",Portal 2,620,Valve,cylink,True,2,410.0
14079,"Adventure, Strategy",L.A. Noire,110800,"Team Bondi,Rockstar Leeds",cylink,True,2,410.0
14080,"Action, Free to Play",Blacklight: Retribution,209870,Hardsuit Labs,cylink,False,2,410.0
14081,"Action, Adventure",Portal 2,620,Valve,YourNormalAverageGuy,True,2,759.0
14082,Action,Counter-Strike: Global Offensive,730,Valve,YourNormalAverageGuy,True,0,759.0
14083,RPG,FINAL FANTASY VII,39140,Square Enix,YourNormalAverageGuy,True,2,759.0
14084,"Action, Adventure, Indie, RPG",Terraria,105600,Re-Logic,YourNormalAverageGuy,True,2,759.0
14085,Action,Half-Life 2,220,Valve,YourNormalAverageGuy,True,0,759.0
14086,"Action, Adventure",Portal 2,620,Valve,76561198093465910,True,2,71.0
14087,Action,DRAGON BALL XENOVERSE,323470,DIMPS,76561198093465910,True,2,71.0
14088,"Action, RPG",DARK SOULS™ II: Scholar of the First Sin,335300,"FromSoftware, Inc",76561198093465910,True,2,71.0
14089,"Action, RPG",DARK SOULS™ II,236430,"FromSoftware, Inc",76561198093465910,True,2,71.0
14090,"Action, RPG",DARK SOULS™: Prepare To Die™ Edition,211420,FromSoftware,76561198093465910,True,2,71.0
14091,"Action, Adventure, Indie, RPG",Terraria,105600,Re-Logic,76561198093465910,True,2,71.0
14092,"Action, Free to Play",Team Fortress 2,440,Valve,76561198093465910,True,2,71.0
14094,"Action, Adventure",Portal 2,620,Valve,ShiroEggo,True,1,504.0
14103,"Action, Adventure",Portal 2,620,Valve,76561198039393712,True,2,7.0
14104,Action,Counter-Strike: Global Offensive,730,Valve,76561198039393712,False,1,7.0
